,name,overall_score,position_score,height,weight,pref_foot,birthdate,age,pref_pos,work_rate,weak_foot,skill_moves,wage,joined_club,contract_expires,Ball Control,Dribbling,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes,ball_skill_avg,mental_avg,passing_avg,physical_avg,shooting_avg,goalkeeper_avg
89,Ciro Immobile,85,85,185.0,85.0,1,1740,34.0,656,2,4.0,3.0,90.0,1157,3,80,77,32,33,73,85,90,40,71,76,55,79,57,84,73,74,84,86,75,88,81,86,91,80,70,58,88,85,12,6,8,15,6,78.5,72.5,63.66666666666666,80.57142857142857,79.875,9.4
90,Kevin Trapp,85,85,189.0,84.0,1,3075,34.0,258,8,4.0,1.0,50.0,331,3,24,10,10,14,30,83,12,22,46,64,13,25,12,43,45,75,37,50,42,69,11,58,13,13,14,12,17,12,85,83,81,77,86,17.0,42.833333333333336,16.666666666666668,51.57142857142857,18.75,82.4
91,Kieran Trippier,85,85,173.0,71.0,1,5857,33.0,450,8,4.0,3.0,150.0,978,2,85,76,81,84,75,85,77,83,85,84,92,84,86,73,85,64,79,64,66,79,79,82,54,71,87,87,66,58,11,11,14,8,10,80.5,81.5,87.33333333333333,72.85714285714286,73.0,10.8
92,Gabriel Martinelli,84,88,178.0,75.0,1,3265,23.0,422,0,3.0,4.0,145.0,1099,4,84,89,43,44,80,82,82,39,79,79,79,79,65,91,82,63,81,88,87,82,72,77,83,73,74,68,62,78,6,10,6,7,6,86.5,73.5,74.33333333333333,82.0,73.375,7.0
93,Bruno Guimarães,84,87,182.0,74.0,1,4817,26.0,194,0,2.0,3.0,145.0,943,3,85,85,79,84,84,85,78,84,86,87,70,87,85,69,87,78,83,72,77,76,64,78,72,77,79,62,65,66,11,7,11,15,11,85.0,84.0,80.66666666666667,77.42857142857143,70.375,11.0
94,Moussa Diaby,84,88,171.0,67.0,0,3063,25.0,524,1,3.0,4.0,105.0,1127,5,85,87,46,35,67,76,79,48,77,75,76,80,72,95,82,44,93,95,92,56,28,73,80,64,71,42,48,67,8,8,9,8,14,86.0,70.33333333333333,76.0,79.57142857142857,59.125,9.4
95,Aurélien Tchouaméni,84,89,187.0,81.0,1,2393,24.0,108,6,3.0,3.0,160.0,1010,5,81,78,79,82,80,83,74,84,82,83,68,85,84,74,83,81,70,72,72,84,74,78,65,75,76,53,55,50,12,9,8,12,7,79.5,81.0,79.0,76.57142857142857,65.75,9.6
96,Luis Díaz,84,85,180.0,73.0,1,2120,27.0,422,2,4.0,4.0,165.0,943,4,87,89,34,38,70,83,82,25,77,83,76,76,71,92,84,69,75,91,88,80,62,84,81,82,77,58,63,74,14,10,13,13,14,88.0,70.0,74.33333333333333,82.71428571428571,72.625,12.8
97,Bremer,84,87,188.0,82.0,1,3780,27.0,61,6,2.0,2.0,135.0,1111,4,65,62,83,87,82,79,58,84,45,78,46,69,69,77,76,85,67,83,65,92,85,68,49,39,42,24,43,38,5,13,15,13,6,63.5,71.0,61.333333333333336,77.85714285714286,48.5,10.4
98,Lisandro Martínez,84,87,178.0,77.0,0,2209,26.0,61,6,3.0,3.0,140.0,1163,4,81,76,84,87,91,85,62,85,76,87,75,83,83,77,81,80,82,70,77,85,75,73,52,64,77,55,55,56,14,6,14,13,8,78.5,81.0,80.33333333333333,78.85714285714286,63.375,11.0
99,Reece James,84,86,178.0,87.0,1,1503,24.0,487,2,3.0,3.0,120.0,1517,5,82,83,80,85,77,83,78,79,82,84,88,83,78,78,77,84,88,81,72,89,77,83,69,69,83,76,62,67,13,8,12,7,11,82.5,80.5,83.0,81.28571428571429,73.25,10.2
100,Randal Kolo Muani,84,87,187.0,73.0,1,1457,25.0,690,2,4.0,4.0,60.0,1010,4,85,88,32,33,36,83,85,38,82,86,64,80,62,90,74,74,83,91,84,89,79,81,82,68,70,54,70,80,8,7,14,15,5,86.5,68.33333333333333,68.66666666666667,83.57142857142857,73.0,9.8
101,Kim Min Jae,84,86,190.0,86.0,1,4798,27.0,61,3,3.0,2.0,80.0,1088,5,68,57,85,87,84,82,48,85,57,72,35,75,69,75,77,88,65,84,65,83,79,51,23,37,36,23,30,24,14,13,7,11,11,62.5,71.33333333333333,59.66666666666666,76.71428571428571,37.875,11.2
102,Federico Chiesa,84,85,175.0,70.0,1,5460,26.0,342,2,4.0,4.0,140.0,1656,2,82,89,44,48,74,84,83,54,77,82,75,78,72,91,85,70,81,91,89,75,50,86,81,84,78,62,62,80,9,6,7,8,7,85.5,75.66666666666667,75.0,83.14285714285714,72.875,7.4
103,Achraf Hakimi,84,86,181.0,73.0,1,5089,25.0,487,1,4.0,4.0,90.0,1230,3,82,79,76,76,76,81,78,78,78,80,84,82,73,91,92,72,78,93,83,83,68,80,75,73,77,74,64,74,6,10,8,14,8,80.5,78.5,79.66666666666667,84.57142857142857,73.125,9.2
104,Aaron Ramsdale,84,87,191.0,77.0,1,4255,26.0,258,8,3.0,1.0,105.0,228,3,36,18,15,16,35,83,18,24,65,65,15,56,57,47,35,59,49,50,53,65,15,65,14,15,17,16,25,16,81,84,79,87,86,27.0,48.333333333333336,42.66666666666666,51.142857142857146,22.875,83.4
105,Raphinha,84,85,176.0,68.0,0,1123,27.0,572,0,4.0,4.0,205.0,1043,4,85,87,38,54,76,84,83,55,80,80,80,78,74,90,86,65,79,91,88,83,74,83,78,79,81,79,78,72,8,8,7,13,14,86.0,76.33333333333333,77.33333333333333,83.14285714285714,78.0,10.0
106,Fikayo Tomori,84,88,185.0,79.0,1,1208,26.0,61,6,4.0,2.0,85.0,1009,4,66,61,82,90,83,84,37,85,48,81,53,73,63,80,74,84,71,90,74,92,83,56,33,45,38,40,27,32,11,10,13,10,7,63.5,69.66666666666667,63.0,80.71428571428571,44.25,10.2
107,Gabriel,84,86,190.0,87.0,0,1208,26.0,61,6,2.0,2.0,130.0,1971,4,71,52,85,84,85,85,44,86,59,74,38,78,74,61,71,86,37,77,51,86,85,62,37,30,47,27,40,28,10,12,8,13,7,61.5,72.16666666666667,63.333333333333336,67.0,44.5,10.0
108,Milan Škriniar,84,84,187.0,80.0,1,1566,29.0,61,3,3.0,2.0,110.0,1232,5,70,64,81,90,77,84,30,84,46,87,40,72,73,74,80,87,56,81,54,88,78,50,42,30,34,30,56,40,8,10,13,12,12,67.0,68.0,61.66666666666666,74.28571428571429,45.0,11.0
109,Gabriel Jesus,84,85,175.0,73.0,1,399,27.0,695,0,3.0,4.0,165.0,1213,4,87,88,28,30,82,88,88,32,79,78,74,81,66,86,82,72,90,81,92,87,78,84,83,78,76,54,75,79,6,13,8,6,15,87.5,74.5,73.66666666666667,84.28571428571429,75.875,9.6
110,Álex Remiro,84,86,192.0,79.0,1,3896,29.0,258,8,4.0,1.0,42.0,1007,4,26,19,18,17,34,79,11,20,35,55,12,36,29,40,42,73,40,46,69,68,13,60,13,11,14,17,24,15,86,84,78,80,86,22.5,39.0,25.666666666666668,54.0,20.875,82.8
111,Ismaël Bennacer,84,88,175.0,70.0,0,1051,26.0,109,2,3.0,4.0,85.0,312,4,85,86,80,83,86,83,75,83,81,84,74,85,83,84,84,71,89,76,87,79,62,85,67,74,79,73,68,64,16,9,12,10,15,85.5,82.0,80.66666666666667,81.42857142857143,71.5,12.4
112,Marcos Llorente,84,84,184.0,74.0,1,2454,29.0,518,2,4.0,3.0,85.0,1007,4,80,80,74,79,80,83,82,81,81,79,76,82,80,87,91,77,68,91,83,84,67,84,79,77,75,63,65,66,11,13,6,6,15,80.0,81.0,79.33333333333333,83.0,72.0,10.2
113,Mikel Merino,84,85,189.0,83.0,0,3340,28.0,182,0,3.0,3.0,55.0,1031,2,85,83,76,84,83,86,81,85,83,80,77,86,84,72,83,80,73,72,74,89,87,84,79,78,80,69,70,58,13,9,12,9,14,84.0,83.0,82.33333333333333,77.57142857142857,75.625,11.4
114,Rúben Neves,84,86,183.0,83.0,1,3687,27.0,108,6,4.0,3.0,60.0,2150,347,83,74,77,79,82,81,62,80,87,88,80,88,88,64,79,67,72,56,68,65,53,86,66,83,85,81,77,82,8,16,12,10,10,78.5,80.0,85.33333333333333,67.28571428571429,76.625,11.2
115,Leroy Sané,84,84,183.0,80.0,0,2082,28.0,524,8,2.0,4.0,90.0,1058,2,85,86,35,32,65,83,81,34,79,82,81,82,70,88,70,66,81,93,87,82,72,86,80,80,84,83,65,84,9,8,12,9,14,85.5,70.66666666666667,77.66666666666667,81.0,79.25,10.4
116,Lucas Hernández,84,85,184.0,79.0,0,1620,28.0,71,8,2.0,2.0,105.0,1259,5,73,65,83,85,90,84,62,83,63,77,78,77,63,74,69,77,69,78,69,87,82,62,53,51,59,39,42,46,14,10,7,8,10,69.0,76.5,72.66666666666667,74.71428571428571,54.25,9.8
117,James Maddison,84,85,175.0,73.0,1,4944,27.0,41,2,4.0,4.0,120.0,1375,5,88,86,42,65,70,80,84,44,88,88,83,86,85,78,78,53,83,66,84,58,35,83,80,83,86,86,74,77,12,11,14,14,14,87.0,75.66666666666667,84.66666666666667,71.42857142857143,75.5,13.0
118,Stanislav Lobotka,84,84,170.0,64.0,1,4975,29.0,194,8,4.0,3.0,85.0,810,4,86,82,78,82,76,84,78,82,85,77,75,85,85,76,85,71,86,67,77,69,45,73,70,77,75,55,56,43,13,10,7,16,14,84.0,80.33333333333333,81.66666666666667,75.85714285714286,61.75,12.0
119,Pierre-Emile Højbjerg,84,85,187.0,84.0,1,958,29.0,108,0,4.0,3.0,110.0,166,2,80,79,73,85,88,85,69,83,75,85,68,84,84,56,87,78,65,54,62,72,65,85,68,82,70,74,56,64,11,9,7,12,11,79.5,80.83333333333333,78.66666666666667,67.71428571428571,70.5,10.0
120,Rodrigo Javier De Paul,84,84,180.0,70.0,1,4444,30.0,177,2,3.0,4.0,85.0,1034,3,85,82,75,81,82,81,78,79,86,81,78,85,85,80,92,79,78,76,78,79,58,80,76,78,84,76,66,71,7,13,12,10,14,83.5,81.16666666666667,82.66666666666667,80.28571428571429,73.625,11.2
121,Julian Brandt,84,85,185.0,83.0,1,4357,28.0,41,8,4.0,4.0,70.0,1007,3,87,86,56,45,45,86,81,58,86,84,82,87,82,69,88,71,84,73,84,69,54,83,80,81,80,76,55,79,8,11,16,11,9,86.5,73.33333333333333,83.66666666666667,76.85714285714286,73.5,11.0
122,Niklas Süle,84,86,195.0,99.0,1,6067,28.0,84,8,3.0,3.0,65.0,1010,3,69,60,87,87,85,82,42,81,66,84,48,81,82,60,64,95,44,83,34,81,81,78,36,62,43,38,32,59,7,15,7,14,15,64.5,73.33333333333333,70.33333333333333,65.85714285714286,53.625,11.6
123,Grimaldo,84,84,171.0,67.0,0,5896,28.0,386,2,2.0,3.0,75.0,1011,4,83,84,76,78,69,83,77,79,84,83,83,83,79,86,90,63,86,87,84,77,66,82,59,82,87,83,54,61,7,7,13,10,13,83.5,79.16666666666667,81.66666666666667,81.85714285714286,71.75,10.0
124,Adrien Rabiot,84,84,191.0,80.0,0,397,29.0,214,8,3.0,3.0,150.0,1007,1,85,80,80,84,81,84,82,82,83,82,73,85,84,76,89,83,69,79,69,88,79,86,72,78,71,59,69,72,7,9,12,9,15,82.5,82.33333333333333,80.66666666666667,79.0,73.25,10.4
125,Fabinho,84,84,188.0,78.0,1,5420,30.0,99,6,2.0,3.0,65.0,1205,3,81,78,82,84,84,82,70,82,76,85,75,84,82,53,85,80,62,64,61,76,75,81,63,70,71,53,90,47,8,13,12,6,8,79.5,79.83333333333333,80.33333333333333,68.71428571428571,68.75,9.4
126,Yannick Carrasco,84,84,181.0,73.0,1,6099,30.0,330,0,4.0,4.0,85.0,2087,1,84,88,61,64,65,80,80,57,80,84,82,80,74,87,75,61,70,88,86,74,56,84,81,82,86,80,79,74,10,9,11,9,10,86.0,74.33333333333333,78.66666666666667,77.28571428571429,77.75,9.8
127,Matthias Ginter,84,84,189.0,86.0,1,2221,30.0,61,2,3.0,2.0,47.0,1010,3,75,61,78,86,74,86,55,86,72,76,68,79,74,54,75,84,49,65,55,83,83,79,55,46,44,42,67,53,8,12,10,6,10,68.0,74.83333333333333,73.66666666666667,66.42857142857143,58.625,9.2
128,Serge Gnabry,84,84,176.0,77.0,1,2679,29.0,568,8,4.0,4.0,90.0,1005,3,82,85,43,44,58,82,85,38,80,82,77,83,73,84,75,69,88,79,86,68,42,87,85,82,74,62,70,83,9,14,10,10,7,83.5,70.83333333333333,77.66666666666667,78.42857142857143,73.125,10.0
129,Nick Pope,84,84,199.0,76.0,1,183,32.0,258,8,3.0,1.0,110.0,1346,3,25,15,14,15,36,80,13,23,50,63,11,32,52,50,37,75,42,47,36,71,11,56,14,15,13,12,22,14,84,82,83,75,86,20.0,44.16666666666666,31.666666666666668,51.142857142857146,19.625,82.0
130,Memphis Depay,84,84,176.0,78.0,1,1600,30.0,159,1,3.0,5.0,90.0,855,2,85,86,20,31,72,84,85,28,85,79,84,80,75,81,79,84,81,83,81,84,65,85,82,82,84,83,76,75,12,8,14,6,10,85.5,72.16666666666667,79.66666666666667,81.85714285714286,79.0,10.0
131,Kalidou Koulibaly,84,84,186.0,93.0,1,3305,33.0,61,6,4.0,2.0,60.0,1011,3,72,70,83,85,84,84,50,83,65,82,50,71,69,65,68,91,33,85,45,82,82,67,43,38,53,39,50,48,13,7,11,7,5,71.0,74.66666666666667,63.333333333333336,67.0,52.5,8.6
132,Luis Alberto,84,84,183.0,74.0,1,6028,31.0,177,8,3.0,4.0,80.0,301,2,90,83,59,66,29,79,76,64,91,80,69,90,88,72,68,64,83,67,77,65,49,82,75,80,86,79,56,76,12,6,8,6,11,86.5,69.83333333333333,82.33333333333333,70.85714285714286,72.875,8.6
133,Koke,84,84,176.0,75.0,1,2561,32.0,108,8,4.0,3.0,75.0,756,1,83,77,71,83,79,85,76,82,85,84,85,86,83,70,85,75,81,68,70,74,61,82,69,75,84,77,67,57,10,14,12,5,13,80.0,81.83333333333333,84.66666666666667,74.71428571428571,71.5,10.8
134,Koen Casteels,84,84,197.0,86.0,0,3392,32.0,258,8,2.0,1.0,55.0,856,1,23,14,17,19,33,80,15,16,42,40,15,35,37,44,44,72,43,46,50,69,14,58,15,18,20,13,20,13,85,84,82,77,86,18.5,37.66666666666666,29.0,52.57142857142857,21.375,82.8
135,Romelu Lukaku,84,84,191.0,94.0,0,4234,31.0,656,7,4.0,3.0,165.0,172,3,78,82,30,41,71,82,85,27,75,82,73,77,70,72,64,95,52,86,59,93,83,87,86,75,78,66,89,79,7,8,15,14,10,80.0,70.33333333333333,73.33333333333333,74.42857142857143,80.375,10.8
136,Chris Smalling,84,84,194.0,81.0,1,4923,34.0,61,6,3.0,2.0,90.0,1901,2,65,59,85,89,84,87,51,84,56,88,52,65,64,52,75,85,43,71,54,83,86,42,54,35,49,22,52,49,15,10,15,16,15,62.0,75.0,60.333333333333336,66.14285714285714,48.625,14.2
137,Thomas Müller,84,84,185.0,76.0,1,5752,34.0,11,0,4.0,3.0,90.0,153,1,84,77,46,57,62,93,94,58,87,84,85,85,79,63,80,66,70,56,67,76,79,78,84,79,81,59,70,84,14,6,7,11,14,80.5,79.66666666666667,83.0,68.28571428571429,76.75,10.4
138,Thiago,84,84,174.0,70.0,1,39,33.0,177,8,3.0,5.0,150.0,2014,1,91,89,72,73,80,78,72,78,86,88,78,90,88,69,70,60,88,54,90,65,54,75,68,73,84,77,75,81,9,6,11,7,13,90.0,80.33333333333333,85.33333333333333,70.85714285714286,73.375,9.2
139,Kyle Walker,84,84,183.0,83.0,1,4507,34.0,450,0,2.0,3.0,155.0,1046,1,81,79,83,85,84,85,68,78,69,75,77,81,81,85,81,80,69,94,66,87,72,86,51,69,76,71,63,57,15,12,6,16,8,80.0,76.5,79.66666666666667,80.28571428571429,68.125,11.4
140,Péter Gulácsi,84,84,191.0,86.0,1,4625,34.0,258,8,2.0,1.0,60.0,1003,2,25,19,20,16,34,80,11,23,44,45,16,35,31,42,37,74,42,44,41,72,23,57,10,12,18,11,24,10,83,85,84,76,84,22.0,39.5,27.33333333333333,50.285714285714285,20.625,82.4
141,Yann Sommer,84,84,183.0,79.0,1,1167,35.0,258,8,4.0,1.0,85.0,335,3,25,15,12,19,38,82,15,21,64,54,13,40,36,48,45,68,58,54,55,67,10,62,13,12,12,13,24,8,84,78,79,83,90,20.0,45.66666666666666,29.666666666666668,56.42857142857143,19.25,82.8
142,Thiago Silva,84,84,183.0,79.0,1,5924,39.0,61,6,3.0,2.0,100.0,275,1,80,67,84,87,74,88,59,85,73,86,60,83,84,45,66,78,65,55,62,77,81,71,40,65,62,61,60,61,9,9,12,5,10,73.5,77.5,75.66666666666667,64.0,62.625,9.0
143,Gavi,83,90,173.0,70.0,1,967,20.0,224,0,3.0,3.0,60.0,1008,3,85,86,72,78,85,86,81,79,83,74,69,84,82,77,84,58,90,75,86,62,42,56,71,70,74,47,51,49,7,8,10,11,13,85.5,81.33333333333333,78.33333333333333,76.0,57.5,9.8
144,Jeremie Frimpong,83,88,171.0,64.0,1,1071,23.0,598,2,3.0,3.0,60.0,903,2,81,85,75,78,75,78,78,76,81,79,84,77,61,96,85,61,90,92,91,73,49,53,62,48,77,47,39,43,13,12,7,8,14,83.0,77.83333333333333,74.0,84.0,52.25,10.8
145,Sven Botman,83,87,193.0,81.0,0,2103,24.0,61,6,3.0,2.0,105.0,1010,4,74,63,84,84,86,83,45,82,59,77,43,79,76,53,70,90,34,75,57,84,81,65,24,37,47,28,37,27,6,12,9,8,14,68.5,72.0,66.0,66.14285714285714,43.25,9.8
146,Nico Schlotterbeck,83,88,191.0,90.0,0,1053,24.0,61,0,2.0,3.0,50.0,1010,4,72,73,82,87,83,83,58,83,68,77,48,77,81,79,73,84,66,77,68,93,85,75,51,63,49,38,38,51,14,8,10,8,13,72.5,75.33333333333333,68.66666666666667,77.14285714285714,56.25,10.6
147,Enzo Fernández,83,89,178.0,76.0,1,2194,23.0,194,0,4.0,3.0,120.0,944,8,83,78,74,77,82,81,79,74,86,80,66,86,88,77,85,75,77,70,76,79,66,83,66,79,77,69,70,75,8,8,6,7,10,80.5,80.33333333333333,80.0,77.0,73.125,7.8
148,Dušan Vlahović,83,88,190.0,75.0,0,2411,24.0,656,8,3.0,3.0,125.0,911,3,85,81,24,26,69,85,86,24,68,80,57,71,59,77,79,88,53,83,63,91,79,84,88,82,75,79,79,78,11,5,15,6,10,83.0,68.66666666666667,62.333333333333336,76.28571428571429,80.5,9.4
149,Dani Olmo,83,87,179.0,72.0,1,4650,26.0,5,6,4.0,4.0,70.0,888,4,86,87,44,50,51,84,82,57,85,82,78,86,79,77,76,54,86,61,86,60,43,79,74,77,75,75,66,76,12,15,15,13,11,86.5,73.5,81.0,71.42857142857143,70.625,13.2
150,William Saliba,83,89,193.0,85.0,1,3902,23.0,61,6,3.0,2.0,105.0,1145,1,81,72,83,87,83,84,43,82,62,81,58,83,76,77,70,87,59,86,50,87,72,60,35,23,55,35,47,34,8,7,10,6,11,76.5,72.5,72.33333333333333,73.71428571428571,45.125,8.4
151,Cody Gakpo,83,88,189.0,76.0,1,4651,25.0,154,8,4.0,4.0,130.0,928,5,85,86,28,38,60,81,81,39,79,83,83,78,70,87,76,76,71,84,80,84,68,86,83,83,78,76,68,75,9,15,11,7,5,85.5,70.5,77.0,79.71428571428571,77.125,9.4
152,Pau Torres,83,86,191.0,80.0,0,2175,27.0,61,6,3.0,2.0,100.0,1036,5,80,64,83,85,79,80,42,83,67,73,55,80,78,69,80,81,52,75,67,87,85,58,28,40,45,28,42,41,13,11,13,13,9,72.0,70.66666666666667,71.0,73.0,45.875,11.8
153,Alphonso Davies,83,88,185.0,77.0,0,4882,23.0,274,1,4.0,4.0,65.0,764,2,84,85,74,74,77,84,77,78,77,78,85,82,71,96,81,75,83,95,86,86,70,74,64,63,72,44,58,59,5,11,11,6,14,84.5,78.5,79.33333333333333,86.0,63.0,9.4
154,Patrik Schick,83,84,191.0,86.0,0,2338,28.0,656,8,3.0,4.0,80.0,2087,4,82,81,19,29,65,81,85,25,74,84,64,78,64,75,69,83,67,83,83,91,85,82,82,77,78,56,61,80,9,11,15,8,14,81.5,69.0,68.66666666666667,78.71428571428571,75.125,11.4
155,Unai Simón,83,86,190.0,89.0,1,3148,27.0,258,8,3.0,1.0,31.0,252,2,16,12,12,18,29,77,14,26,48,46,16,38,34,48,44,76,47,50,37,73,18,58,14,13,20,14,24,17,84,84,79,77,85,14.0,40.0,29.33333333333333,53.57142857142857,22.25,81.8
156,Ronaldo Cabrais,83,83,177.0,75.0,1,1904,32.0,39,7,4.0,4.0,29.5,1364,3,83,85,33,35,62,84,82,40,83,81,83,83,82,90,88,68,71,87,86,80,64,82,74,78,86,78,77,76,15,12,12,13,13,84.0,72.0,82.66666666666667,81.42857142857143,76.875,13.0
157,Oyarzabal,83,84,181.0,79.0,0,242,27.0,351,2,3.0,3.0,49.0,1002,5,85,84,30,32,52,79,85,29,82,83,80,82,73,78,79,57,77,76,77,70,60,80,85,81,77,78,84,74,13,10,6,10,11,84.5,68.33333333333333,78.33333333333333,73.42857142857143,77.375,10.0
158,Gianluca Mancini,83,85,190.0,77.0,1,148,28.0,61,6,3.0,2.0,80.0,1008,4,76,55,79,84,94,83,32,84,51,80,34,67,68,59,87,83,57,73,34,84,83,51,48,34,38,34,47,40,6,13,12,8,8,65.5,70.66666666666667,56.333333333333336,68.14285714285714,46.875,9.4
159,Palhinha,83,84,190.0,85.0,1,3099,29.0,108,6,4.0,2.0,100.0,1213,4,80,77,86,87,94,79,68,81,71,83,59,78,79,58,87,89,50,66,63,84,78,80,64,65,65,45,56,54,7,14,10,8,7,78.5,79.33333333333333,72.0,71.0,63.375,9.2
160,Lorenzo Pellegrini,83,84,186.0,77.0,1,3276,28.0,14,0,4.0,3.0,85.0,1005,3,87,80,73,76,74,85,80,72,87,84,74,88,83,79,90,74,82,79,80,83,74,79,75,76,74,79,80,74,13,12,7,10,11,83.5,80.33333333333333,81.66666666666667,81.0,76.375,10.6
161,André-Franck Zambo Anguissa,83,84,184.0,78.0,1,4815,28.0,108,2,3.0,3.0,70.0,1641,2,82,82,75,86,85,83,79,84,76,82,62,80,74,79,85,87,77,78,76,88,72,74,66,70,59,45,60,54,8,11,11,9,11,82.0,81.5,72.0,81.42857142857143,62.5,10.0
162,Benjamin Pavard,83,84,186.0,81.0,1,3975,28.0,84,8,3.0,3.0,75.0,1007,1,77,68,83,86,74,84,60,86,66,78,75,79,78,68,81,78,66,72,66,85,84,80,49,70,66,51,51,81,7,9,7,15,15,72.5,74.66666666666667,77.33333333333333,73.71428571428571,66.5,10.6
163,Guido Rodríguez,83,84,185.0,80.0,1,43,29.0,99,6,4.0,2.0,36.0,802,1,76,72,85,88,84,78,68,86,73,71,59,82,75,55,76,80,45,47,47,77,74,80,43,69,55,62,53,47,16,12,11,14,6,74.0,76.66666666666667,72.0,61.0,60.375,11.8
164,Konrad Laimer,83,84,180.0,72.0,1,4499,27.0,108,6,3.0,3.0,75.0,1011,4,78,77,77,81,89,83,73,86,78,79,78,81,77,82,90,69,77,78,76,79,69,74,69,68,70,47,54,60,13,9,12,12,12,77.5,81.33333333333333,78.66666666666667,78.71428571428571,63.875,11.6
165,Alex Meret,83,85,190.0,83.0,0,3865,27.0,258,8,3.0,1.0,55.0,1007,1,25,16,12,21,22,76,20,22,25,67,15,30,25,41,29,65,48,48,46,67,19,54,17,17,20,21,21,20,83,83,80,72,86,20.5,38.66666666666666,23.33333333333333,49.142857142857146,23.625,80.8
166,Borja Iglesias,83,83,187.0,86.0,1,2186,31.0,656,2,3.0,3.0,41.0,180,3,82,76,27,36,70,80,86,32,73,82,50,76,63,65,70,92,67,72,57,89,82,85,86,77,51,65,92,73,13,14,12,16,16,79.0,70.5,63.0,73.14285714285714,76.375,14.2
167,Marco Asensio,83,83,182.0,76.0,0,2280,28.0,572,2,3.0,4.0,115.0,1232,3,87,83,39,42,45,78,80,45,80,82,81,81,82,83,75,63,76,80,80,73,57,88,77,87,84,76,62,79,12,13,9,6,10,85.0,68.33333333333333,81.33333333333333,75.71428571428571,76.25,10.0
168,Nabil Fekir,83,83,173.0,75.0,0,2742,31.0,0,2,4.0,4.0,40.0,1131,3,84,87,30,43,82,78,80,36,83,88,81,81,77,87,77,80,91,78,84,78,50,84,80,81,83,79,74,77,14,15,9,8,15,85.5,74.5,79.66666666666667,82.14285714285714,76.0,12.2
169,Rafa,83,83,172.0,66.0,1,4303,31.0,160,2,3.0,4.0,24.5,301,1,85,86,39,47,47,84,83,58,83,81,78,77,76,94,84,40,89,93,90,62,49,77,79,77,81,56,59,68,12,9,11,11,8,85.5,72.66666666666667,77.0,78.85714285714286,68.25,10.2
170,José María Giménez,83,85,185.0,79.0,1,2260,29.0,61,6,3.0,2.0,70.0,1001,2,66,55,85,85,87,78,25,84,46,75,47,71,68,70,71,85,57,71,56,88,82,73,37,48,37,44,40,34,10,9,11,7,15,60.5,65.83333333333333,62.0,71.14285714285714,49.375,10.4
171,Marcelo Brozović,83,83,181.0,72.0,1,4812,31.0,99,8,4.0,3.0,55.0,2150,347,83,78,82,84,86,77,65,83,82,82,73,84,83,68,93,68,84,65,79,73,70,80,69,84,79,74,69,65,11,8,8,15,8,80.5,79.16666666666667,80.0,75.71428571428571,73.75,10.0
172,Andreas Christensen,83,85,187.0,82.0,1,27,28.0,61,5,3.0,2.0,155.0,1213,3,79,67,84,86,75,84,32,86,62,79,51,83,79,57,73,78,61,76,61,80,80,37,36,20,41,39,36,25,6,10,12,8,8,73.0,69.66666666666667,71.0,69.42857142857143,39.25,8.8
173,Alessio Romagnoli,83,83,185.0,75.0,0,2098,29.0,61,8,3.0,2.0,65.0,1043,4,75,68,86,86,82,82,31,85,45,77,36,75,69,69,68,84,54,69,55,87,81,63,30,46,35,24,34,28,8,9,14,12,9,71.5,67.0,60.0,69.42857142857143,42.625,10.4
174,Piotr Zieliński,83,83,180.0,75.0,1,4375,30.0,178,8,5.0,4.0,80.0,309,3,87,87,71,74,56,81,80,77,84,75,73,85,81,83,79,57,79,79,85,68,52,79,75,83,80,65,58,75,11,12,9,12,6,87.0,75.5,79.66666666666667,75.71428571428571,70.875,10.0
175,Jonas Hofmann,83,83,176.0,73.0,1,2677,32.0,42,2,4.0,3.0,75.0,1224,4,81,82,57,57,70,83,83,75,86,82,80,84,82,75,90,66,78,76,79,66,48,74,84,76,77,75,71,69,10,6,6,10,10,81.5,79.83333333333333,82.0,75.71428571428571,71.75,8.4
176,Filip Kostić,83,83,184.0,84.0,0,4698,31.0,329,0,2.0,3.0,130.0,173,3,82,84,72,74,76,80,78,69,80,82,90,81,79,85,90,77,79,85,76,80,59,86,72,78,85,80,66,75,12,13,14,12,13,83.0,77.5,83.33333333333333,81.71428571428571,75.125,12.8
177,Emre Can,83,83,186.0,86.0,1,2097,30.0,104,6,4.0,3.0,60.0,606,3,79,81,80,86,92,83,72,80,75,83,64,85,80,67,84,86,74,88,70,87,81,85,74,80,77,64,79,73,13,14,8,8,11,80.0,80.83333333333333,76.33333333333333,79.42857142857143,76.625,10.8
178,Gerard Moreno,83,83,180.0,77.0,0,476,32.0,690,2,4.0,3.0,55.0,1098,4,82,83,41,41,61,82,84,42,78,80,77,79,75,77,77,73,72,77,77,87,82,82,88,81,77,62,85,81,12,15,12,7,10,82.5,71.16666666666667,77.0,77.14285714285714,79.75,11.2
